10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification (DOF DO No. 074.2024)","Urban / Rural
(based on 2020 CPH)", 2024 Population ,,Status
603020019,Girado-Magsaysay ,63020019,Bgy,,,,R,547,,Pob.
603020020,Gotera ,63020020,Bgy,,,,U,128,,Pob.
603020021,Igcocolo,63020021,Bgy,,,,R,"3,708",,
603020022,Libo-on Gonzales ,63020022,Bgy,,,,R,406,,Pob.
603020023,Lubacan,63020023,Bgy,,,,R,590,,
603020024,Nahapay,63020024,Bgy,,,,R,"1,425",,
603020025,Nalundan,63020025,Bgy,,,,R,"1,740",,
603020026,Nanga,63020026,Bgy,,,,U,"1,736",,
603020027,Nito-an Lupsag,63020027,Bgy,,,,R,732,,
603020028,Particion,63020028,Bgy,,,,U,"1,326",,
603020029,Pescadores ,63020029,Bgy,,,,R,815,,Pob.
603020030,Rizal-Tuguisan ,63020030,Bgy,,,,U,"1,688",,Pob.
603020031,Sipitan-Badiang,63020031,Bgy,,,,R,858,,
603020032,Iyasan,63020032,Bgy,,,,R,571,,
603020033,Santa Rosa-Laguna,63020033,Bgy,,,,R,"1,694",,
603021000,Igbaras,63021000,Mun,,,2nd,,"32,442",,
603021001,Alameda,63021001,Bgy,,,,R,705,,
603021002,Amorogtong,63021002,Bgy,,,,R,567,,
603021003,Anilawan,63021003,Bgy,,,,R,518,,
603021004,Bagacay,63021004,Bgy,,,,R,326,,
603021005,Bagacayan,63021005,Bgy,,,,R,425,,
603021006,Bagay,63021006,Bgy,,,,R,935,,
603021007,Balibagan,63021007,Bgy,,,,R,808,,
603021008,Barasan,63021008,Bgy,,,,R,618,,
603021009,Binanua-an,63021009,Bgy,,,,R,280,,
603021010,Boclod,63021010,Bgy,,,,R,235,,
603021011,Buenavista,63021011,Bgy,,,,R,341,,
603021012,Buga,63021012,Bgy,,,,R,"1,247",,
603021013,Bugnay,63021013,Bgy,,,,R,150,,
603021014,Calampitao,63021014,Bgy,,,,R,847,,
603021015,Cale,63021015,Bgy,,,,R,373,,
603021016,Corucuan,63021016,Bgy,,,,R,618,,
603021017,Catiringan,63021017,Bgy,,,,R,"1,017",,
603021018,Igcabugao,63021018,Bgy,,,,R,494,,
603021019,Igpigus,63021019,Bgy,,,,R,833,,
603021020,Igtalongon,63021020,Bgy,,,,R,714,,
603021021,Indaluyon,63021021,Bgy,,,,R,876,,
603021022,Jovellar,63021022,Bgy,,,,R,"2,132",,
603021023,Kinagdan,63021023,Bgy,,,,R,556,,
603021024,Lab-on,63021024,Bgy,,,,R,349,,
603021025,Lacay Dol-Dol,63021025,Bgy,,,,R,241,,
603021026,Lumangan,63021026,Bgy,,,,R,227,,
603021027,Lutungan,63021027,Bgy,,,,R,742,,
603021028,Mantangon,63021028,Bgy,,,,R,424,,
603021029,Mulangan,63021029,Bgy,,,,R,332,,
603021030,Pasong,63021030,Bgy,,,,R,449,,
603021031,Passi,63021031,Bgy,,,,R,672,,
603021032,Pinaopawan,63021032,Bgy,,,,R,797,,
603021033,Barangay 1 Poblacion,63021033,Bgy,,,,R,"1,005",,
603021034,Barangay 2 Poblacion,63021034,Bgy,,,,R,"1,458",,
603021035,Barangay 3 Poblacion,63021035,Bgy,,,,U,933,,
603021036,Barangay 4 Poblacion,63021036,Bgy,,,,R,"1,122",,
603021037,Barangay 5 Poblacion,63021037,Bgy,,,,R,"1,455",,
603021038,Barangay 6 Poblacion,63021038,Bgy,,,,R,599,,
603021039,Riro-an,63021039,Bgy,,,,R,717,,
603021040,San Ambrosio,63021040,Bgy,,,,R,747,,
603021041,Santa Barbara,63021041,Bgy,,,,R,550,,
603021042,Signe,63021042,Bgy,,,,R,"1,590",,
603021043,Tabiac,63021043,Bgy,,,,R,258,,
603021044,Talayatay,63021044,Bgy,,,,R,282,,
603021045,Taytay,63021045,Bgy,,,,R,956,,
603021046,Tigbanaba,63021046,Bgy,,,,R,922,,
603023000,Janiuay,63023000,Mun,,,1st,,"67,509",,
603023001,Abangay,63023001,Bgy,,,,R,973,,
603023002,Agcarope,63023002,Bgy,,,,R,794,,
603023003,Aglobong,63023003,Bgy,,,,R,741,,
603023004,Aguingay,63023004,Bgy,,,,R,415,,
603023005,Anhawan,63023005,Bgy,,,,R,826,,
603023006,Atimonan,63023006,Bgy,,,,R,"1,053",,
603023007,Balanac,63023007,Bgy,,,,R,"1,042",,
603023008,Barasalon,63023008,Bgy,,,,R,"1,572",,
603023009,Bongol,63023009,Bgy,,,,R,"2,303",,
603023010,Cabantog,63023010,Bgy,,,,R,264,,
603023011,Calmay,63023011,Bgy,,,,R,"1,699",,
603023012,Canawili,63023012,Bgy,,,,R,"1,642",,
603023013,Canawillian,63023013,Bgy,,,,R,"1,027",,
603023014,Caranas,63023014,Bgy,,,,R,845,,
603023015,Caraudan,63023015,Bgy,,,,R,"1,344",,
603023016,Carigangan,63023016,Bgy,,,,R,813,,
603023017,Cunsad,63023017,Bgy,,,,R,394,,
603023018,Dabong,63023018,Bgy,,,,R,"1,193",,
603023019,Damires,63023019,Bgy,,,,R,"1,478",,
603023020,Damo-ong,63023020,Bgy,,,,R,"2,157",,
603023021,Danao,63023021,Bgy,,,,R,"1,493",,
603023022,Gines,63023022,Bgy,,,,R,"1,268",,
603023023,Guadalupe,63023023,Bgy,,,,R,"2,559",,
603023025,Jibolo,63023025,Bgy,,,,U,"5,593",,
603023026,Kuyot,63023026,Bgy,,,,R,"1,090",,
603023027,Madong,63023027,Bgy,,,,R,"1,940",,
603023028,Manacabac,63023028,Bgy,,,,R,834,,
603023029,Mangil,63023029,Bgy,,,,R,"1,256",,
603023030,Matag-ub,63023030,Bgy,,,,R,"1,575",,
603023031,Monte-Magapa,63023031,Bgy,,,,R,"1,545",,
603023032,Pangilihan,63023032,Bgy,,,,R,"1,123",,
603023033,Panuran,63023033,Bgy,,,,R,"1,159",,
603023034,Pararinga,63023034,Bgy,,,,R,601,,
603023035,Patong-patong,63023035,Bgy,,,,R,"1,357",,
603023036,Quipot,63023036,Bgy,,,,R,"2,875",,
603023037,Santo Tomas,63023037,Bgy,,,,R,983,,
603023038,Sarawag,63023038,Bgy,,,,R,625,,
603023039,Tambal,63023039,Bgy,,,,R,"1,247",,
603023040,Tamu-an,63023040,Bgy,,,,R,"1,143",,
603023041,Tiringanan,63023041,Bgy,,,,R,"1,097",,
603023042,Tolarucan,63023042,Bgy,,,,R,"1,461",,
603023043,Tuburan,63023043,Bgy,,,,R,925,,
603023044,Ubian,63023044,Bgy,,,,R,"1,053",,
603023045,Yabon,63023045,Bgy,,,,R,961,,
603023046,Aquino Nobleza East ,63023046,Bgy,,,,R,"1,631",,Pob.
603023047,Aquino Nobleza West ,63023047,Bgy,,,,R,221,,Pob.
603023048,R. Armada ,63023048,Bgy,,,,R,160,,Pob.
603023049,Concepcion Pob.,63023049,Bgy,D.G. Abordo,,,R,237,,
603023050,Golgota ,63023050,Bgy,,,,R,424,,Pob.
603023051,Locsin ,63023051,Bgy,,,,R,151,,Pob.
603023052,Don T. Lutero Center ,63023052,Bgy,,,,R,345,,Pob.
603023053,Don T. Lutero East ,63023053,Bgy,,,,R,384,,Pob.
603023054,Don T. Lutero West Pob.,63023054,Bgy,Don T. Lutero North,,,R,"1,639",,
603023055,Crispin Salazar North ,63023055,Bgy,,,,R,179,,Pob.
603023056,Crispin Salazar South ,63023056,Bgy,,,,R,107,,Pob.
603023057,San Julian ,63023057,Bgy,,,,R,"1,439",,Pob.
603023058,San Pedro ,63023058,Bgy,,,,R,466,,Pob.
603023059,Santa Rita ,63023059,Bgy,,,,R,945,,Pob.
603023060,Capt. A. Tirador ,63023060,Bgy,,,,R,654,,Pob.
603023061,S. M. Villa ,63023061,Bgy,,,,R,189,,Pob.
603025000,Lambunao,63025000,Mun,,,1st,,"80,724",,
603025001,Agsirab,63025001,Bgy,,,,R,"1,796",,
603025002,Agtuman,63025002,Bgy,,,,R,377,,
603025003,Alugmawa,63025003,Bgy,,,,R,982,,
603025004,Badiangan,63025004,Bgy,,,,R,342,,
603025005,Bagongbong,63025005,Bgy,,,,R,"1,583",,
603025006,Balagiao,63025006,Bgy,,,,R,785,,
603025007,Banban,63025007,Bgy,,,,R,896,,
603025008,Bansag,63025008,Bgy,,,,R,973,,
603025009,Bayuco,63025009,Bgy,,,,R,424,,
603025010,Binaba-an Armada,63025010,Bgy,,,,R,352,,
603025011,Binaba-an Labayno,63025011,Bgy,,,,R,637,,
603025012,Binaba-an Limoso,63025012,Bgy,,,,R,730,,
603025013,Binaba-an Portigo,63025013,Bgy,,,,R,498,,
603025014,Binaba-an Tirador,63025014,Bgy,,,,R,667,,
603025015,Bonbon,63025015,Bgy,,,,R,"1,372",,
603025016,Bontoc,63025016,Bgy,,,,R,"2,030",,
603025017,Buri,63025017,Bgy,,,,R,517,,
603025018,Burirao,63025018,Bgy,,,,R,513,,
603025019,Buwang,63025019,Bgy,,,,R,594,,
603025020,Cabatangan,63025020,Bgy,,,,R,"1,314",,
603025021,Cabugao,63025021,Bgy,,,,R,"1,546",,
603025022,Cabunlawan,63025022,Bgy,,,,R,587,,
603025023,Caguisanan,63025023,Bgy,,,,R,"2,063",,
603025024,Caloy-Ahan,63025024,Bgy,,,,R,812,,
603025025,Caninguan,63025025,Bgy,,,,R,"1,786",,
603025026,Capangyan,63025026,Bgy,,,,R,697,,
603025027,Cayan Este,63025027,Bgy,,,,R,517,,
603025028,Cayan Oeste,63025028,Bgy,,,,R,"1,280",,
603025029,Corot-on,63025029,Bgy,,,,R,215,,
603025030,Coto,63025030,Bgy,,,,R,815,,
603025031,Cubay,63025031,Bgy,,,,R,"1,215",,
603025032,Cunarum,63025032,Bgy,,,,R,"1,411",,
603025033,Daanbanwa,63025033,Bgy,,,,R,"1,518",,
603025034,Gines,63025034,Bgy,,,,R,"1,244",,
603025035,Hipgos,63025035,Bgy,,,,R,"1,047",,
603025036,Jayubo,63025036,Bgy,,,,R,"4,105",,
603025037,Jorog,63025037,Bgy,,,,R,435,,
603025038,Lanot Grande,63025038,Bgy,,,,R,502,,
603025039,Lanot Pequeño,63025039,Bgy,,,,R,373,,
603025040,Legayada,63025040,Bgy,,,,R,435,,
603025041,Lumanay,63025041,Bgy,,,,R,667,,
603025042,Madarag,63025042,Bgy,,,,R,528,,
603025043,Magbato,63025043,Bgy,,,,R,"1,060",,
603025044,Maite Grande,63025044,Bgy,,,,R,904,,
603025045,Maite Pequeño,63025045,Bgy,,,,R,"2,040",,
603025046,Malag-it,63025046,Bgy,,,,R,623,,
603025047,Manaulan,63025047,Bgy,,,,R,764,,
603025048,Maribong,63025048,Bgy,,,,R,"3,839",,
603025049,Marong,63025049,Bgy,,,,R,498,,
603025050,Misi,63025050,Bgy,,,,R,974,,
603025051,Natividad,63025051,Bgy,,,,R,543,,
603025052,Pajo,63025052,Bgy,,,,R,"2,594",,
603025053,Pandan,63025053,Bgy,,,,R,"1,417",,
603025054,Panuran,63025054,Bgy,,,,R,"1,716",,
603025055,Pasig,63025055,Bgy,,,,R,"1,414",,
603025056,Patag,63025056,Bgy,,,,R,455,,
603025057,Poblacion Ilawod,63025057,Bgy,,,,U,"2,978",,
603025058,Poblacion Ilaya,63025058,Bgy,,,,R,"2,993",,
603025059,Poong,63025059,Bgy,,,,R,716,,
603025060,Pughanan,63025060,Bgy,,,,R,"2,345",,
603025061,Pungsod,63025061,Bgy,,,,R,499,,
603025062,Quiling,63025062,Bgy,,,,R,163,,
603025063,Sagcup,63025063,Bgy,,,,R,594,,
603025064,San Gregorio,63025064,Bgy,,,,R,741,,
603025065,Sibacungan,63025065,Bgy,,,,R,"1,470",,
603025066,Sibaguan,63025066,Bgy,,,,R,433,,
603025067,Simsiman,63025067,Bgy,,,,R,687,,
603025068,Supoc,63025068,Bgy,,,,R,352,,
603025069,Tampucao,63025069,Bgy,,,,R,"1,419",,
603025070,Tranghawan,63025070,Bgy,,,,R,"1,495",,
603025071,Tubungan,63025071,Bgy,,,,R,588,,
603025072,Tuburan,63025072,Bgy,,,,R,702,,
603025073,Walang,63025073,Bgy,,,,R,"2,528",,
603026000,Leganes,63026000,Mun,,,2nd,,"36,542",,
603026001,M.V. Hechanova,63026001,Bgy,Balagon,,,R,"1,036",,
603026002,Bigke,63026002,Bgy,,,,R,974,,
603026003,Buntatala,63026003,Bgy,,,,R,"2,010",,
603026004,Cagamutan Norte,63026004,Bgy,,,,R,"2,470",,
603026005,Cagamutan Sur,63026005,Bgy,,,,R,"2,030",,
603026007,Calaboa,63026007,Bgy,,,,R,"1,769",,
603026008,Camangay,63026008,Bgy,,,,R,877,,
603026009,Cari Mayor,63026009,Bgy,,,,R,"1,759",,
603026010,Cari Minor,63026010,Bgy,,,,R,"1,084",,
603026011,Gua-an,63026011,Bgy,,,,R,"1,325",,
603026012,Guihaman,63026012,Bgy,,,,R,"2,363",,
603026013,Guinobatan,63026013,Bgy,,,,R,"3,104",,
603026014,Guintas,63026014,Bgy,,,,R,"2,627",,
603026015,Lapayon,63026015,Bgy,,,,U,"2,594",,
603026016,Nabitasan,63026016,Bgy,,,,R,"3,408",,
603026017,Napnud,63026017,Bgy,,,,U,"1,882",,
603026019,Poblacion,63026019,Bgy,,,,U,"3,482",,
603026020,San Vicente,63026020,Bgy,,,,R,"1,748",,
603027000,Lemery,63027000,Mun,,,3rd,,"32,836",,
603027001,Agpipili,63027001,Bgy,,,,R,"1,460",,
603027002,Alcantara,63027002,Bgy,,,,R,"1,300",,
603027003,Almeñana,63027003,Bgy,,,,R,"1,121",,
603027004,Anabo,63027004,Bgy,,,,R,"1,603",,
603027005,Bankal,63027005,Bgy,,,,R,896,,
603027006,Buenavista,63027006,Bgy,,,,R,790,,
603027007,Cabantohan,63027007,Bgy,,,,R,"1,219",,
603027008,Capiñahan,63027008,Bgy,,,,R,"1,114",,
603027009,Dalipe,63027009,Bgy,,,,R,752,,
603027010,Dapdapan,63027010,Bgy,,,,R,498,,
603027011,Gerongan,63027011,Bgy,,,,R,"1,169",,
603027012,Imbaulan,63027012,Bgy,,,,R,"1,186",,
603027013,Layogbato,63027013,Bgy,,,,R,614,,
603027014,Marapal,63027014,Bgy,,,,R,"1,022",,
603027015,Milan,63027015,Bgy,,,,R,"1,585",,
603027016,Nagsulang,63027016,Bgy,,,,R,"1,226",,
603027017,Nasapahan,63027017,Bgy,,,,R,666,,
603027018,Omio,63027018,Bgy,,,,R,"1,027",,
603027019,Pacuan,63027019,Bgy,,,,R,485,,
603027020,Poblacion NW Zone,63027020,Bgy,,,,R,839,,
603027021,Poblacion SE Zone,63027021,Bgy,,,,R,"2,540",,
603027022,Pontoc,63027022,Bgy,,,,R,"1,716",,
603027023,San Antonio,63027023,Bgy,,,,R,865,,
603027024,San Diego,63027024,Bgy,,,,R,822,,
603027025,San Jose Moto,63027025,Bgy,,,,R,"1,221",,
603027026,Sepanton,63027026,Bgy,,,,R,729,,
603027027,Sincua,63027027,Bgy,,,,R,"1,144",,
603027028,Tabunan,63027028,Bgy,,,,R,325,,
603027029,Tugas,63027029,Bgy,,,,R,645,,
603027030,Velasco,63027030,Bgy,,,,R,"1,546",,
603027031,Yawyawan,63027031,Bgy,,,,R,711,,
603028000,Leon,63028000,Mun,,,1st,,"52,777",,
603028001,Agboy Norte,63028001,Bgy,,,,R,"1,169",,
603028002,Agboy Sur,63028002,Bgy,,,,R,920,,
603028003,Agta,63028003,Bgy,,,,R,494,,
603028004,Ambulong,63028004,Bgy,,,,R,273,,
603028005,Anonang,63028005,Bgy,,,,R,"1,043",,
603028006,Apian,63028006,Bgy,,,,R,220,,
603028007,Avanzada,63028007,Bgy,,,,R,234,,
603028008,Awis,63028008,Bgy,,,,R,307,,
603028009,Ayabang,63028009,Bgy,,,,R,461,,
603028010,Ayubo,63028010,Bgy,,,,R,111,,
603028011,Bacolod,63028011,Bgy,,,,R,326,,
603028012,Baje,63028012,Bgy,,,,R,503,,
603028013,Banagan,63028013,Bgy,,,,R,537,,
603028014,Barangbang,63028014,Bgy,,,,R,304,,
603028015,Barasan,63028015,Bgy,,,,R,516,,
603028016,Bayag Norte,63028016,Bgy,,,,R,400,,
603028017,Bayag Sur,63028017,Bgy,,,,R,406,,
603028018,Binolbog,63028018,Bgy,,,,R,178,,
603028019,Biri Norte,63028019,Bgy,,,,R,385,,
603028020,Biri Sur,63028020,Bgy,,,,R,734,,
603028021,Bobon,63028021,Bgy,,,,R,579,,
603028022,Bucari,63028022,Bgy,,,,R,"1,624",,
603028023,Buenavista,63028023,Bgy,,,,R,418,,
603028024,Buga,63028024,Bgy,,,,U,"3,286",,
603028025,Bulad,63028025,Bgy,,,,R,313,,
603028026,Bulwang,63028026,Bgy,,,,R,421,,
603028027,Cabolo-an,63028027,Bgy,,,,R,151,,
603028028,Cabunga-an,63028028,Bgy,,,,R,464,,
603028029,Cabutongan,63028029,Bgy,,,,R,217,,
603028030,Cagay,63028030,Bgy,,,,R,316,,
603028031,Camandag,63028031,Bgy,,,,R,937,,
603028032,Camando,63028032,Bgy,,,,R,467,,
603028033,Cananaman,63028033,Bgy,,,,R,248,,
603028034,Capt. Fernando,63028034,Bgy,,,,R,812,,
603028035,Carara-an,63028035,Bgy,,,,R,652,,
603028036,Carolina,63028036,Bgy,,,,R,507,,
603028037,Cawilihan,63028037,Bgy,,,,R,337,,
603028038,Coyugan Norte,63028038,Bgy,,,,R,124,,
603028039,Coyugan Sur,63028039,Bgy,,,,R,359,,
603028040,Danao,63028040,Bgy,,,,R,375,,
603028041,Dorog,63028041,Bgy,,,,R,805,,
603028042,Dusacan,63028042,Bgy,,,,R,331,,
603028043,Gines,63028043,Bgy,,,,R,372,,
603028044,Gumboc,63028044,Bgy,,,,R,317,,
603028045,Igcadios,63028045,Bgy,,,,R,255,,
603028046,Ingay,63028046,Bgy,,,,R,382,,
603028047,Isian Norte,63028047,Bgy,,,,R,"1,392",,
603028048,Isian Victoria,63028048,Bgy,,,,R,502,,
603028049,Jamog Gines,63028049,Bgy,,,,R,373,,
603028050,Lanag,63028050,Bgy,,,,R,"1,357",,
603028051,Lang-og,63028051,Bgy,,,,R,547,,
603028052,Ligtos,63028052,Bgy,,,,R,885,,
603028053,Lonoc,63028053,Bgy,,,,R,286,,
603028054,Lampaya,63028054,Bgy,,,,R,308,,
603028055,Magcapay,63028055,Bgy,,,,R,210,,
603028056,Maliao,63028056,Bgy,,,,R,698,,
603028057,Malublub,63028057,Bgy,,,,R,"1,043",,
603028058,Manampunay,63028058,Bgy,,,,R,457,,
603028059,Marirong,63028059,Bgy,,,,R,430,,
603028060,Mina,63028060,Bgy,,,,R,175,,
603028061,Mocol,63028061,Bgy,,,,R,269,,
603028062,Nagbangi,63028062,Bgy,,,,R,611,,
603028063,Nalbang,63028063,Bgy,,,,R,192,,
603028064,Odong-odong,63028064,Bgy,,,,R,194,,
603028065,Oluangan,63028065,Bgy,,,,R,662,,
603028066,Omambong,63028066,Bgy,,,,R,"1,146",,
603028067,Paoy,63028067,Bgy,,,,R,230,,
603028068,Pandan,63028068,Bgy,,,,R,562,,
603028069,Panginman,63028069,Bgy,,,,R,422,,
603028070,Pepe,63028070,Bgy,,,,R,356,,
603028071,Poblacion,63028071,Bgy,,,,U,"5,928",,
603028072,Paga,63028072,Bgy,,,,R,325,,
603028073,Salngan,63028073,Bgy,,,,R,344,,
603028074,Samlague,63028074,Bgy,,,,R,407,,
603028075,Siol Norte,63028075,Bgy,,,,R,301,,
603028076,Siol Sur,63028076,Bgy,,,,R,265,,
603028077,Tacuyong Norte,63028077,Bgy,,,,R,440,,
603028078,Tacuyong Sur,63028078,Bgy,,,,R,410,,
603028079,Tagsing,63028079,Bgy,,,,R,757,,
603028080,Talacuan,63028080,Bgy,,,,R,"2,595",,
603028081,Ticuan,63028081,Bgy,,,,R,635,,
603028082,Tina-an Norte,63028082,Bgy,,,,R,"1,139",,
603028083,Tina-an Sur,63028083,Bgy,,,,R,410,,
603028084,Tunguan,63028084,Bgy,,,,R,262,,
603028085,Tu-og,63028085,Bgy,,,,R,662,,
603029000,Maasin,63029000,Mun,,,2nd,,"38,761",,
603029001,Abay,63029001,Bgy,,,,R,732,,
603029002,Abilay,63029002,Bgy,,,,R,913,,
603029004,AGROCEL Pob.,63029004,Bgy,Aguinaldo-Roxas--Celso Mayor,,,R,627,,
603029005,Amerang,63029005,Bgy,,,,R,393,,
603029006,Bagacay East,63029006,Bgy,,,,R,596,,
603029007,Bagacay West,63029007,Bgy,,,,R,926,,
603029008,Bug-ot,63029008,Bgy,,,,R,270,,
603029009,Bolo,63029009,Bgy,,,,R,"1,061",,
603029010,Bulay,63029010,Bgy,,,,R,391,,
603029011,Buntalan,63029011,Bgy,,,,R,914,,
603029012,Burak,63029012,Bgy,,,,R,507,,
603029013,Cabangcalan,63029013,Bgy,,,,R,738,,
603029014,Cabatac,63029014,Bgy,,,,R,634,,
603029015,Caigon,63029015,Bgy,,,,R,749,,
603029016,Cananghan,63029016,Bgy,,,,R,511,,
603029017,Canawili,63029017,Bgy,,,,R,234,,
603029020,Dagami,63029020,Bgy,,,,R,"2,092",,
603029021,Daja,63029021,Bgy,,,,R,"1,290",,
603029022,Dalusan,63029022,Bgy,,,,R,667,,
603029023,DELCAR Pob.,63029023,Bgy,Delgado-Cartagena,,,R,826,,
603029025,Inabasan,63029025,Bgy,,,,R,"1,190",,
603029026,Layog,63029026,Bgy,,,,R,"1,389",,
603029027,Liñagan Calsada,63029027,Bgy,,,,R,431,,
603029028,Liñagan Tacas,63029028,Bgy,,,,R,479,,
603029029,Linab,63029029,Bgy,,,,R,503,,
603029030,MARI Pob.,63029030,Bgy,Mabini-Rizal,,,R,889,,
603029031,Magsaysay,63029031,Bgy,,,,R,894,,
603029032,Mandog,63029032,Bgy,,,,R,"1,192",,
603029033,Miapa,63029033,Bgy,,,,R,268,,
603029034,Nagba,63029034,Bgy,,,,R,"1,290",,
603029035,Nasaka,63029035,Bgy,,,,R,814,,
603029036,Naslo-Bucao,63029036,Bgy,,,,R,"1,548",,
603029037,Nasuli,63029037,Bgy,,,,R,465,,
603029038,Panalian,63029038,Bgy,,,,R,547,,
603029039,Piandaan East,63029039,Bgy,,,,R,227,,
603029040,Piandaan West,63029040,Bgy,,,,R,419,,
603029041,Pispis,63029041,Bgy,,,,R,838,,
603029042,Punong,63029042,Bgy,,,,R,259,,
603029044,Sinubsuban,63029044,Bgy,,,,R,608,,
603029045,Siwalo,63029045,Bgy,,,,R,952,,
603029046,Santa Rita,63029046,Bgy,,,,R,295,,
603029047,Subog,63029047,Bgy,,,,R,573,,
603029048,THTP Pob.,63029048,Bgy,Taft-Thompson--Hughes-del Pilar,,,R,894,,
603029050,Tigbauan,63029050,Bgy,,,,R,"1,050",,
603029051,Trangka,63029051,Bgy,,,,R,"1,154",,
603029052,Tubang,63029052,Bgy,,,,R,"1,993",,
603029053,Tulahong,63029053,Bgy,,,,R,392,,
603029054,Tuy-an East,63029054,Bgy,,,,R,686,,
603029055,Tuy-an West,63029055,Bgy,,,,R,693,,
603029056,Ubian,63029056,Bgy,,,,R,758,,
603030000,Miagao,63030000,Mun,,,1st,,"68,163",,
603030001,Agdum,63030001,Bgy,,,,R,368,,
603030002,Aguiauan,63030002,Bgy,,,,R,"1,010",,
603030003,Alimodias,63030003,Bgy,,,,R,608,,
603030004,Awang,63030004,Bgy,,,,R,282,,
603030005,Oya-oy,63030005,Bgy,,,,R,263,,
603030006,Bacauan,63030006,Bgy,,,,R,561,,
603030007,Bacolod,63030007,Bgy,,,,R,487,,
603030008,Bagumbayan,63030008,Bgy,,,,R,"1,122",,
603030009,Banbanan,63030009,Bgy,,,,R,505,,
603030010,Banga,63030010,Bgy,,,,R,208,,
603030011,Bangladan,63030011,Bgy,,,,R,489,,
603030012,Banuyao,63030012,Bgy,,,,R,910,,
603030013,Baraclayan,63030013,Bgy,,,,R,420,,
603030014,Bariri,63030014,Bgy,,,,R,142,,
603030015,Baybay Norte ,63030015,Bgy,,,,U,"3,024",,Pob.
603030016,Baybay Sur ,63030016,Bgy,,,,R,944,,Pob.
603030017,Belen,63030017,Bgy,,,,R,197,,
603030018,Bolho ,63030018,Bgy,,,,R,480,,Pob.
603030019,Bolocaue,63030019,Bgy,,,,R,181,,
603030020,Buenavista Norte,63030020,Bgy,,,,R,450,,
603030021,Buenavista Sur,63030021,Bgy,,,,R,352,,
603030022,Bugtong Lumangan,63030022,Bgy,,,,R,349,,
603030023,Bugtong Naulid,63030023,Bgy,,,,R,184,,
603030024,Cabalaunan,63030024,Bgy,,,,R,181,,
603030025,Cabangcalan,63030025,Bgy,,,,R,123,,
603030026,Cabunotan,63030026,Bgy,,,,R,165,,
603030027,Cadoldolan,63030027,Bgy,,,,R,92,,
603030028,Cagbang,63030028,Bgy,,,,R,286,,
603030029,Caitib,63030029,Bgy,,,,R,656,,
603030030,Calagtangan,63030030,Bgy,,,,R,275,,
603030031,Calampitao,63030031,Bgy,,,,R,803,,
603030032,Cavite,63030032,Bgy,,,,R,168,,
603030033,Cawayanan,63030033,Bgy,,,,R,346,,
603030034,Cubay,63030034,Bgy,,,,R,287,,
603030035,Cubay Ubos,63030035,Bgy,,,,R,138,,
603030036,Dalije,63030036,Bgy,,,,R,"1,539",,
603030037,Damilisan,63030037,Bgy,,,,R,"1,226",,
603030038,Dawog,63030038,Bgy,,,,R,886,,
603030039,Diday,63030039,Bgy,,,,R,683,,
603030040,Dingle,63030040,Bgy,,,,R,387,,
603030041,Durog,63030041,Bgy,,,,R,987,,
603030042,Frantilla,63030042,Bgy,,,,R,179,,
603030043,Fundacion,63030043,Bgy,,,,R,287,,
603030044,Gines,63030044,Bgy,,,,R,799,,
603030045,Guibongan,63030045,Bgy,,,,R,"1,130",,
603030046,Igbita,63030046,Bgy,,,,R,375,,
603030047,Igbugo,63030047,Bgy,,,,R,432,,
603030048,Igcabidio,63030048,Bgy,,,,R,330,,
603030050,Igcabito-on,63030050,Bgy,,,,R,426,,
603030051,Igcatambor,63030051,Bgy,,,,R,265,,
603030052,Igdalaquit,63030052,Bgy,,,,R,158,,
603030053,Igdulaca,63030053,Bgy,,,,R,541,,
603030054,Igpajo,63030054,Bgy,,,,R,321,,
603030055,Igpandan,63030055,Bgy,,,,R,439,,
603030056,Igpuro,63030056,Bgy,,,,R,541,,
603030057,Igpuro-Bariri,63030057,Bgy,,,,R,367,,
603030058,Igsoligue,63030058,Bgy,,,,R,436,,
603030059,Igtuba,63030059,Bgy,,,,R,"1,523",,
603030060,Ilog-ilog,63030060,Bgy,,,,R,200,,
603030061,Indag-an,63030061,Bgy,,,,R,499,,
603030062,Kirayan Norte,63030062,Bgy,,,,R,"1,826",,
603030063,Kirayan Sur,63030063,Bgy,,,,R,"1,388",,
603030064,Kirayan Tacas,63030064,Bgy,,,,R,"1,254",,
603030065,La Consolacion,63030065,Bgy,,,,R,520,,
603030066,Lacadon,63030066,Bgy,,,,R,725,,
603030067,Lanutan,63030067,Bgy,,,,R,522,,
603030068,Lumangan,63030068,Bgy,,,,R,965,,
603030069,Mabayan,63030069,Bgy,,,,R,227,,
603030070,Maduyo,63030070,Bgy,,,,R,160,,
603030071,Malagyan,63030071,Bgy,,,,R,"1,699",,
603030072,Mambatad,63030072,Bgy,,,,R,937,,
603030073,Maninila,63030073,Bgy,,,,R,"1,129",,
603030074,Maricolcol,63030074,Bgy,,,,R,337,,
603030075,Maringyan,63030075,Bgy,,,,R,508,,
603030076,Mat-y ,63030076,Bgy,,,,R,"2,617",,Pob.
603030077,Matalngon,63030077,Bgy,,,,R,152,,
603030078,Naclub,63030078,Bgy,,,,R,602,,
603030079,Nam-o Sur,63030079,Bgy,,,,R,232,,
603030080,Nam-o Norte,63030080,Bgy,,,,R,279,,
